"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","1061","3.484","50.7","19.8","15.6","4.5","4.6","0.9","0.7","2.1","",".","0.9","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.029","35.7","28.6","14.3","14.3",".",".","7.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","135","3.407","45.9","23.7","19.3","0.7","7.4","1.5","0.7",".","",".","0.7","",".","",".",".",".",".","."
"Junior","","317","3.531","53.6","18.0","17.4","4.4","5.7",".",".",".","",".","0.9","",".","",".",".",".",".","."
"Senior","","562","3.487","52.0","19.8","14.4","5.2","3.7","1.2","0.9","1.8","",".","1.1","",".","",".",".",".",".","."
"Undergraduates","","1028","3.485","51.5","19.8","16.0","4.5","4.8","0.9","0.7","1.0","",".","1.0","",".","",".",".",".",".","."
"Special","","6","3.200","33.3","16.7",".",".",".","16.7",".","16.7","",".",".","",".","",".",".",".","16.7","."
"Graduate","","26","3.538","26.9","15.4","3.8","7.7",".",".",".","42.3","",".",".","",".","",".","3.8",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1061","3.484","50.7","19.8","15.6","4.5","4.6","0.9","0.7","2.1","",".","0.9","",".","",".","0.1",".","0.1","."
