"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Art Foundry","414","001","14","3.571","21.4","71.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","422","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","422","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Painting II","","Course Total","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Imaging Techniques","428","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gem Cutting","444","001","9","3.596","66.7","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","448","001","12","3.667","75.0","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","448","002","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","448","004","12","3.956","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","36","3.844","86.1","8.3","2.8",".",".","2.8",".",".",".",".",".",".",".",".",".","."
"Concept&Methodol of Figuration","452","001","10","3.550","20.0","70.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Communication Design","458","001","17","2.912","23.5","23.5","5.9","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"Papermaking;Hist,Elem&Techs","466","001","13","3.654","61.5","7.7","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","469","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","469","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Studies in the Arts","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Photography","476","001","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Relief Printmaking","506","001","7","3.632","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium in Art","508","001","124","3.942","90.3","3.2","4.0",".",".",".",".","1.6",".",".",".",".",".","0.8",".","."
"Advanced Drawing I","512","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture I","514","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Lithography","516","001","12","3.946","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Artist's Video","518","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ceramics I","524","001","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Mediated Art","528","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing I","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Advanced Wood Working","534","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Serigraphy","536","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Art Metal I","544","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Typography&Graphic Dsgn","546","001","10","3.000","10.0","20.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Adv Concpts&Meth-Figuratn I","552","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Glassworking","554","001","11","3.069","27.3","36.4","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Adv Graphic Design Technlgy","556","001","10","3.167",".","30.0","60.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Advanced Photography","576","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Drawing II","612","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Artists' Video","618","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","622","001","12","3.500","33.3","50.0","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","622","002","12","3.500","41.7","33.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 70 of 403"
