"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Game Theory & Economic Anal","521","001","","35","3.200","28.6","20.0","25.7","14.3","11.4",".",".",".",".",".",".",".",".",".",".","."
"Pub Finance-Less Dev Cntry","567","001","","6","3.500","16.7","50.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Tutorial-Rsch Project Dsgn","590","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Economics","671","001","","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","6","3.875","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutional Economics","707","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Econ Stats & Econometrics 2","710","001","","49","3.323","24.5","32.7","26.5","16.3",".",".",".",".",".",".",".",".",".",".",".","."
"","713","001","","24","2.920",".","16.7","54.2","25.0","4.2",".",".",".",".",".",".",".",".",".",".","."
"","713","002","","25","3.122","16.0","16.0","44.0","16.0","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","","Course Total","","49","3.020","8.2","16.3","49.0","20.4","4.1",".",".","2.0",".",".",".",".",".",".",".","."
"","714","001","","17","3.647","52.9","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","714","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","714","003","","14","3.464","14.3","64.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","","Course Total","","34","3.544","32.4","47.1","17.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","8","3.563","12.5","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Labor Economics","750","001","","8","3.313","12.5","37.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Microeconomic Theory II","806","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Macroeconometric Anal","836","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Economics","848","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Econ Dev-Theory Stat&Policy","877","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Recent Advances-Economics","899","001","","9","3.326","33.3","33.3","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Economic Theory","902","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","904","001","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Econometrics","914","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","956","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","966","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop - Public Economics","969","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","978","001","","13","3.871","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Thesis","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
