"TERM : 1074","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1146","3.194","26.6","19.7","32.0","8.5","8.3","1.0","1.2","2.4","",".",".","",".","",".","",".","0.1","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","3","2.333","33.3",".",".",".","33.3","33.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","279","3.059","24.4","14.7","36.9","9.3","10.4","1.1","2.9",".","",".",".","",".","",".","",".","0.4",".","."
"Senior","548","3.094","22.3","16.8","34.5","11.3","10.4","1.1","1.1","2.2","",".",".","",".","",".","",".",".","0.2","0.2"
"Undergraduates","830","3.079","23.0","16.0","35.2","10.6","10.5","1.2","1.7","1.4","",".",".","",".","",".","",".","0.1","0.1","0.1"
"Special","27","3.404","33.3","18.5","37.0","7.4",".",".",".","3.7","",".",".","",".","",".","",".",".",".","."
"Graduate","285","3.507","36.1","30.5","22.5","2.5","2.8","0.4",".","5.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","4","3.594","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","4","3.594","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","1146","3.194","26.6","19.7","32.0","8.5","8.3","1.0","1.2","2.4","",".",".","",".","",".","",".","0.1","0.1","0.1"
