"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10793","3.728","60.2","14.7","7.2","2.1","1.9","0.4","0.4","7.2","0.1","4.7","0.0","0.4","0.4","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","585","3.301","45.3","20.5","14.0","7.2","8.2","2.6","0.9","0.9",".",".",".",".",".","0.3","0.2","."
"Sophomore","","1227","3.518","53.1","22.3","12.9","3.8","3.7","0.8","1.1","2.0",".",".",".",".","0.1","0.1",".","0.1"
"Junior","","1692","3.611","54.3","22.0","10.1","3.0","2.5","0.5","0.7","3.3","0.1","3.3",".",".",".","0.1",".","0.2"
"Senior","","4166","3.760","60.2","13.8","7.0","1.7","1.5","0.3","0.3","5.8","0.0","9.1","0.0",".","0.1","0.0","0.0","."
"Undergraduates","","7670","3.657","56.6","17.5","9.1","2.8","2.6","0.6","0.5","4.3","0.0","5.7","0.0",".","0.1","0.1","0.0","0.1"
"Special","","507","3.875","66.3","8.9","3.2","0.4","0.6","0.2",".","13.2",".","3.9",".","0.2","1.0","0.2","2.0","."
"Graduate","","2574","3.915","70.1","7.2","2.3","0.3","0.2","0.1","0.0","14.6","0.2","2.0",".","1.7","1.1","0.1","0.0","0.0"
"Prof Yr 1","","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","3.818","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","31","3.569","22.6","22.6","16.1",".","3.2",".",".","32.3",".",".",".",".","3.2",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","42","3.663","28.6","21.4","14.3",".","2.4",".",".","31.0",".",".",".",".","2.4",".",".","."
"","College Total","10793","3.728","60.2","14.7","7.2","2.1","1.9","0.4","0.4","7.2","0.1","4.7","0.0","0.4","0.4","0.1","0.1","0.0"
