"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","173","2.930","17.3","19.7","23.1","17.3","20.2",".","1.7","0.6",".",".",".",".",".",".",".","."
"","202
001","263","2.712","16.7","16.7","11.4","26.2","19.0","3.8","4.6","0.4",".",".",".",".",".",".","0.4","0.8"
"","202
002","354","2.885","20.6","20.9","11.6","21.2","20.1","4.2","1.1","0.3",".",".",".",".",".",".",".","."
"","202
003","340","2.656","16.2","16.5","16.5","11.8","27.1","10.3","1.8",".",".",".",".",".",".",".",".","."
"","202
004","224","2.574","17.0","13.8","12.9","13.4","29.5","9.8","3.6",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1181","2.722","17.8","17.4","13.2","18.1","23.6","6.9","2.5","0.2",".",".",".",".",".",".","0.1","0.2"
"","210
001","56","2.464","14.3","7.1","26.8","10.7","23.2","10.7","7.1",".",".",".",".",".",".",".",".","."
"","210
002","55","3.019","18.2","7.3","43.6","18.2","10.9",".",".","1.8",".",".",".",".",".",".",".","."
"","210
003","58","2.816","15.5","10.3","36.2","12.1","17.2","5.2","1.7","1.7",".",".",".",".",".",".",".","."
"","210
004","57","2.688","15.8","5.3","21.1","31.6","15.8","8.8",".","1.8",".",".",".",".",".",".",".","."
"","210
005","57","2.544","14.0","8.8","22.8","12.3","29.8","8.8","3.5",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","283","2.704","15.5","7.8","30.0","17.0","19.4","6.7","2.5","1.1",".",".",".",".",".",".",".","."
"","001
225","44","2.659","15.9","4.5","34.1","9.1","27.3","6.8","2.3",".",".",".",".",".",".",".",".","."
"","002
225","47","2.649","12.8","6.4","25.5","17.0","36.2",".","2.1",".",".",".",".",".",".",".",".","."
"","225
003","34","2.588","8.8","11.8","26.5","23.5","20.6","2.9","5.9",".",".",".",".",".",".",".",".","."
"","225
004","26","2.462","11.5","3.8","23.1","26.9","23.1","3.8","7.7",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","151","2.606","12.6","6.6","27.8","17.9","27.8","3.3","4.0",".",".",".",".",".",".",".",".","."
"","281
001","22","3.795","68.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","281
002","27","3.667","51.9","33.3","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","Course Total","49","3.724","59.2","28.6","10.2","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","93","3.429","39.8","28.0","16.1","6.5","6.5","1.1",".","2.2",".",".",".",".",".",".",".","."
"Issues in Psychology","Course Total","106","3.498","47.2","24.5","14.2","5.7","5.7","0.9",".","1.9",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","6","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","386
001","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","386
002","14","3.750","85.7","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","30","3.879","90.0","3.3",".",".",".","3.3",".",".",".",".",".",".",".","3.3",".","."
"","399
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","3","***","","","","","","","","","","","","","","","",""
"Psych of Human Emotions","408
001","151","2.709","17.9","11.3","19.2","15.2","25.2","8.6","0.7","1.3",".",".",".",".",".",".",".","0.7"
"","411
003","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
015","23","3.413","26.1","30.4","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
038","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
048","18","3.639","50.0","38.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","23","3.065","17.4","13.0","52.2",".","17.4",".",".",".",".",".",".",".",".",".",".","."
"","411
055","48","3.438","43.8","20.8","18.8","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","411
059","21","3.680","52.4","23.8","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","411
070","18","3.667","50.0","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","411
079","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","199","3.549","47.2","25.1","19.6","4.5","3.0",".",".","0.5",".",".",".",".",".",".",".","."
"Language, Mind, and Brain","413
001","166","2.813","18.1","9.6","34.3","10.2","17.5","6.6","1.8","1.8",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","171","3.121","15.8","24.6","38.0","12.3","7.6","1.2",".","0.6",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","450
001","343","3.303","32.9","27.7","22.2","7.0","5.0","2.9","0.9","0.9",".",".",".",".",".","0.3",".","0.3"
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 285 of 403",""
