"Topics-Portug: Study Abroad","","","","","","","","","","","","","","","","","","","","","",""
"Topics in Luso-Braziln Lit","640
002","9","3.780","44.4","33.3",".",".",".",".",".","22.2",".","",".",".","",".","",".",".",".","."
"Smr: Portuguese Literature","772
001","7","3.833","57.1","28.6",".",".",".",".",".",".",".","",".",".","",".","","14.3",".",".","."
"Thesis","990
032","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PORTUG
782","Dept. Total","176","3.186","42.6","15.3","13.1","4.5","10.2","6.8","1.1","4.0","",".",".","",".","",".","0.6","1.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.371","33.3",".","11.1",".","22.2","22.2","11.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","42","3.043","35.7","16.7","11.9","11.9","14.3","9.5",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","45","3.028","31.1","24.4","13.3","2.2","13.3","11.1",".",".","",".",".","",".","",".",".","4.4",".","."
"Senior","","43","3.388","53.5","9.3","18.6","4.7","4.7","2.3","2.3","2.3","",".",".","",".","",".",".","2.3",".","."
"Undergraduates","","139","3.095","39.6","15.8","14.4","5.8","11.5","8.6","1.4","0.7","",".",".","",".","",".",".","2.2",".","."
"Special","","11","3.365","27.3","18.2","18.2",".","9.1",".",".","27.3","",".",".","",".","",".",".",".",".","."
"Graduate","","25","3.885","68.0","12.0","4.0",".",".",".",".","12.0","",".",".","",".","",".","4.0",".",".","."
"Prof Yr 3","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","176","3.186","42.6","15.3","13.1","4.5","10.2","6.8","1.1","4.0","",".",".","",".","",".","0.6","1.7",".","."
