"","990
021","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
026","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","21","",".",".",".",".",".",".",".","33.3","",".",".",".","66.7","",".",".",".","."
"BSE
112","Dept. Total","137","3.081","23.4","19.0","17.5","10.2","8.0","2.9","1.5","6.6","",".",".",".","10.2","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","12","3.405","41.7","16.7","25.0","16.7",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","15","3.182","20.0","33.3","26.7","6.7","13.3",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","61","2.913","19.7","21.3","19.7","16.4","13.1","4.9","3.3",".","",".",".",".",".","",".","1.6",".","."
"Undergraduates","","89","3.029","22.5","23.6","21.3","14.6","11.2","3.4","2.2",".","",".",".",".",".","",".","1.1",".","."
"Special","","2","1.500",".",".",".",".","50.0","50.0",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","46","3.509","26.1","10.9","10.9","2.2",".",".",".","19.6","",".",".",".","30.4","",".",".",".","."
"","Dept. Total","137","3.081","23.4","19.0","17.5","10.2","8.0","2.9","1.5","6.6","",".",".",".","10.2","",".","0.7",".","."
