"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.341","39.1","21.7","26.1",".",".","8.7",".","4.3",".",".",".",".",".",".",".","."
"","101
002","20","2.974","25.0","20.0","25.0","5.0","10.0","5.0","5.0","5.0",".",".",".",".",".",".",".","."
"","101
003","24","3.479","50.0","8.3","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","101
004","20","3.000","25.0","30.0","20.0",".","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","005
101","22","3.023","36.4","13.6","18.2",".","27.3",".","4.5",".",".",".",".",".",".",".",".","."
"","101
006","22","3.318","22.7","40.9","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","101
007","23","3.762","60.9","17.4","13.0",".",".",".",".","4.3",".",".",".",".",".","4.3",".","."
"","101
008","21","3.026","38.1","4.8","28.6",".","9.5",".","9.5","9.5",".",".",".",".",".",".",".","."
"","101
009","22","3.364","50.0","18.2","18.2",".","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","101
010","23","3.565","47.8","26.1","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","101
011","23","3.217","34.8","17.4","34.8",".","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","101
012","24","3.313","45.8","16.7","25.0","4.2",".","4.2","4.2",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","267","3.291","40.1","19.5","24.0","1.5","7.9","1.9","3.0","1.9",".",".",".",".",".","0.4",".","."
"","102
001","16","3.313","50.0","12.5","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","21","3.111","19.0","23.8","23.8","4.8","9.5","4.8",".","14.3",".",".",".",".",".",".",".","."
"","102
003","18","3.111","33.3","16.7","27.8","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","102
004","21","3.429","47.6","19.0","28.6",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","102
005","21","2.550","19.0",".","33.3","9.5","19.0","4.8","9.5","4.8",".",".",".",".",".",".",".","."
"","102
006","21","2.850","19.0","9.5","28.6","9.5","23.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"","102
007","23","3.190","30.4","26.1","8.7",".","26.1",".",".","8.7",".",".",".",".",".",".",".","."
"","102
008","21","2.976","23.8","9.5","28.6","14.3","23.8",".",".",".",".",".",".",".",".",".",".","."
"","102
009","24","3.174","25.0","20.8","29.2","12.5","4.2","4.2",".","4.2",".",".",".",".",".",".",".","."
"","102
010","23","2.913","30.4","21.7","4.3","13.0","21.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","102
011","20","3.175","35.0","20.0","25.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
012","20","3.300","35.0","10.0","40.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
013","20","2.263","5.0","5.0","35.0","15.0","15.0","5.0","15.0","5.0",".",".",".",".",".",".",".","."
"","102
014","13","2.808","30.8","7.7","15.4",".","38.5","7.7",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","282","3.016","28.4","14.9","24.5","7.4","16.0","2.5","3.2","3.2",".",".",".",".",".",".",".","."
"","203
001","17","2.941","5.9","29.4","41.2","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.217","34.8","30.4","8.7","4.3","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","203
003","21","3.125","28.6","19.0","28.6","4.8","9.5",".","4.8","4.8",".",".",".",".",".",".",".","."
"","203
004","23","3.370","34.8","21.7","30.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.250","20.8","20.8","50.0","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
006","17","2.971","17.6","17.6","41.2",".","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","203
007","21","3.405","42.9","33.3","9.5",".","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","203
008","19","3.184","21.1","26.3","47.4",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","203
009","22","3.024","18.2","9.1","45.5","4.5","18.2",".",".","4.5",".",".",".",".",".",".",".","."
"","203
010","14","2.679","7.1","21.4","21.4","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".","."
"","203
011","22","2.818","13.6","9.1","36.4","18.2","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","203
012","23","2.826","13.0","13.0","34.8","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","203
013","22","3.136","18.2","22.7","45.5","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","203
014","20","2.850","5.0","20.0","45.0","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","203
015","13","2.462","15.4","7.7","23.1","23.1","15.4",".","15.4",".",".",".",".",".",".",".",".","."
"","203
016","24","3.458","29.2","33.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
017","22","3.136","4.5","50.0","18.2","22.7","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
018","18","2.889","27.8","11.1","27.8","11.1","11.1","5.6","5.6",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 305 of 403",""
