"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9323","3.291","34.6","21.4","26.3","6.5","7.3","1.5","0.6","1.3","0.0","0.4",".","",".","0.0","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","20","2.711","10.0","10.0","40.0","5.0","20.0","10.0",".",".",".","5.0",".","",".",".",".",".","."
"Sophomore","","570","2.887","24.9","8.6","34.0","5.4","17.7","6.0","1.8",".",".","1.6",".","",".",".",".",".","."
"Junior","","2697","3.187","29.4","18.4","32.9","7.2","9.2","1.8","0.7","0.0","0.0","0.3",".","",".",".","0.0",".","."
"Senior","","3824","3.246","29.0","23.6","27.2","8.8","7.8","1.4","0.6","1.3","0.0","0.2",".","",".","0.0","0.0","0.1","0.0"
"Undergraduates","","7111","3.195","28.7","20.4","29.9","7.9","9.1","2.0","0.7","0.7","0.0","0.4",".","",".","0.0","0.0","0.0","0.0"
"Special","","128","3.245","32.8","18.0","26.6","8.6","5.5","0.8","2.3","4.7","0.8",".",".","",".",".",".",".","."
"Graduate","","2058","3.667","54.8","24.9","13.7","1.5","1.0","0.1",".","3.3","0.0","0.5",".","",".",".",".","0.2","."
"Prof Yr 2","","9","3.420","22.2","33.3","44.4",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","17","3.696","64.7","23.5","11.8",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","26","3.599","50.0","26.9","23.1",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","College Total","9323","3.291","34.6","21.4","26.3","6.5","7.3","1.5","0.6","1.3","0.0","0.4",".","",".","0.0","0.0","0.1","0.0"
