"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","70","3.945","94.3","4.3","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","22","3.778","45.5","36.4",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"763
Intro-Molecular Spectroscopy","001","","19","3.447","36.8","36.8","15.8",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","31","3.194","16.1","16.1","58.1","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"872","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"872","002","","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys","Course Total","","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Teaching of Chemistry","Course Total","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","039","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","12","4.000","58.3",".",".",".",".",".",".","41.7",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","27","4.000","70.4",".",".",".",".",".",".","29.6",".",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"943","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Bio-Organic Chemistry","Course Total","","5","***","","","","","","","","","","","","","","","",""
"960
Seminar-Physical Chemistry","002","","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","20","4.000","70.0",".",".",".",".",".",".","25.0",".",".",".","5.0",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 175 of 403",""
