"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","21","3.476","57.1","19.0","9.5","9.5",".",".","4.8",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","422
001","","10","3.600","20.0","80.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","722
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"INFO SYS
234","Dept. Total","","45","3.622","53.3","35.6","4.4","4.4",".",".","2.2",".",".",".",".",".",".",".",".","."
