"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Euphonium","223","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","009","7","3.944","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","14","3.912","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","026","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Viola","333","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","048","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","9","3.804","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","7","3.632","71.4","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"","405","062","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","14","3.816","85.7","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trombone","421","089","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba","425","035","5","***","","","","","","","","","",".",".",".",".",".",".","."
