"","999
019","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
045","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","1135","3.529","48.5","21.2","15.2","5.3","3.3","0.6","0.5","4.8","0.1",".","",".","0.1","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.204","32.7","18.4","22.4","16.3","7.1","3.1",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","218","3.387","39.9","27.5","18.3","6.4","5.0",".","2.3",".",".",".","",".",".","0.5",".",".","."
"Junior","","256","3.394","33.2","31.3","23.0","7.4","3.9","0.4","0.4","0.4",".",".","",".",".",".",".",".","."
"Senior","","206","3.507","45.6","24.8","16.5","5.3","3.9","1.0",".","2.9",".",".","",".",".",".",".",".","."
"Undergraduates","","778","3.397","38.3","26.9","19.9","7.7","4.6","0.8","0.8","0.9",".",".","",".",".","0.1",".",".","."
"Special","","16","3.367","18.8","56.3","12.5",".",".","6.3",".","6.3",".",".","",".",".",".",".",".","."
"Graduate","","340","3.895","73.2","6.8","4.7",".","0.3",".",".","13.8","0.3",".","",".","0.3","0.6",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1135","3.529","48.5","21.2","15.2","5.3","3.3","0.6","0.5","4.8","0.1",".","",".","0.1","0.3",".",".","."
