"Directed Study","Course Total","14","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","775
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","775
002","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Externship","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"COMP BIO
934","Dept. Total","590","3.240","26.6","16.8","37.8","6.8","9.8","1.4","",".","0.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","6","3.733","83.3",".","16.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","24","3.333","54.2","8.3","16.7","12.5","8.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","30","3.396","60.0","6.7","16.7","10.0","6.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","404","3.256","27.2","17.8","36.6","6.4","10.4","1.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","150","3.149","18.7","16.7","46.7","7.3","9.3","1.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","6","4.000","16.7",".",".",".",".",".","",".","83.3","",".",".","",".","",".","",".",".",".","."
"Professionals","","560","3.230","24.8","17.3","38.9","6.6","10.0","1.4","",".","0.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","590","3.240","26.6","16.8","37.8","6.8","9.8","1.4","",".","0.8","",".",".","",".","",".","",".",".",".","."
