"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Federal Jurisdiction","824
001","19","2.368","26.3","15.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Insurance Law","825
001","36","2.000","25.0",".","16.7",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"International Law","827
001","69","1.377","14.5",".","21.7",".","7.2",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","33","2.641","33.3","18.2","12.1","9.1",".",".",".","3.0",".",".",".",".",".",".",".","."
"Regulated Industries","837
001","12","3.250","75.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Taxation II","840
001","31","2.278","32.3","3.2","19.4",".",".",".",".","12.9",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","11","1.500","27.3",".","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","22","1.800","18.2",".","13.6",".","4.5",".",".","27.3",".",".",".",".",".",".",".","4.5"
"Pre-Trial Advocacy","849
001","45","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","43","1.665","18.6","9.3","9.3","2.3","2.3",".",".","7.0",".",".",".",".",".",".","2.3","."
"","850
002","54","1.960","18.5","5.6","25.9","1.9","3.7","1.9",".","3.7",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","97","1.830","18.6","7.2","18.6","2.1","3.1","1.0",".","5.2",".",".",".",".",".",".","1.0","."
"","852
001","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","852
002","9","0.000",".",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","22.2"
"","852
003","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","9","4.000","44.4",".",".",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"","852
005","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","58","1.600","6.9",".",".",".",".",".",".","75.9",".",".",".",".",".",".",".","6.9"
"","854
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","8","4.000","12.5",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","12.5"
"","854
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","12","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
009","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
011","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","124","4.000","0.8",".",".",".",".",".",".","91.1",".",".",".",".",".",".",".","8.1"
"Collctv Bargang-Arbtrn Proc","858
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","20","",".",".",".",".",".",".",".","70.0",".",".",".",".",".",".",".","30.0"
"Institutionalized Persons","862
001","43","",".",".",".",".",".",".",".","74.4",".",".",".",".","4.7",".",".","20.9"
"Litigation in Criminl Cases","863
001","11","3.318","54.5","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Tax","870
001","26","3.400","65.4","15.4","3.8",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"Legal Iss: N Amer & E Asia","872
001","17","3.324","47.1","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","68","",".",".",".",".",".",".",".","98.5",".",".",".",".","1.5",".",".","."
"Womens Law Journal","896
001","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
