"","990
028","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","43","",".",".",".",".",".",".",".","88.4","",".",".",".","4.7",".",".","4.7","2.3"
"HORT
476","Dept. Total","271","3.313","35.1","14.4","19.2","4.4","6.3","1.8","1.1","15.1","",".",".",".","0.7","0.4",".","1.1","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.045","25.0","25.0","37.5",".",".","12.5",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","24","3.508","41.7","33.3","12.5","4.2","8.3",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","49","3.234","40.8","8.2","36.7","4.1","6.1","2.0","2.0",".","",".",".",".",".",".",".",".","."
"Senior","","108","3.220","37.0","15.7","22.2","7.4","10.2","2.8","1.9","2.8","",".",".",".",".",".",".",".","."
"Undergraduates","","189","3.255","38.1","16.4","25.4","5.8","8.5","2.6","1.6","1.6","",".",".",".",".",".",".",".","."
"Special","","4","3.500","25.0","25.0","25.0",".",".",".",".",".","",".",".",".",".",".",".","25.0","."
"Graduate","","78","3.642","28.2","9.0","3.8","1.3","1.3",".",".","48.7","",".",".",".","2.6","1.3",".","2.6","1.3"
"","Dept. Total","271","3.313","35.1","14.4","19.2","4.4","6.3","1.8","1.1","15.1","",".",".",".","0.7","0.4",".","1.1","0.4"
