"","991
038","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
052","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
054","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","34","",".",".",".",".",".",".",".","85.3","",".",".",".","14.7","",".",".",".","."
"NUTR SCI
694","Dept. Total","1214","2.914","21.2","14.7","23.6","10.1","17.9","3.0","1.6","7.2","",".",".",".","0.4","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","203","2.576","7.9","13.3","27.6","17.2","24.6","4.4","4.9",".","",".",".",".",".","",".",".",".","."
"Sophomore","","289","2.919","17.6","19.0","26.6","11.8","21.5","2.4","1.0",".","",".",".",".",".","",".",".",".","."
"Junior","","241","2.869","19.5","15.8","25.3","9.1","25.3","2.9","1.2","0.4","",".",".",".",".","",".","0.4",".","."
"Senior","","360","3.097","31.7","13.6","23.3","8.3","12.2","3.3","1.1","6.1","",".",".",".",".","",".","0.3",".","."
"Undergraduates","","1093","2.896","20.9","15.5","25.4","11.1","19.9","3.2","1.8","2.1","",".",".",".",".","",".","0.2",".","."
"Special","","13","3.250","46.2","7.7","15.4","7.7",".","7.7",".","7.7","",".",".",".",".","",".","7.7",".","."
"Graduate","","105","3.623","20.0","8.6","4.8","1.0",".",".",".","61.0","",".",".",".","4.8","",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","3","3.667","66.7",".","33.3",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1214","2.914","21.2","14.7","23.6","10.1","17.9","3.0","1.6","7.2","",".",".",".","0.4","",".","0.2",".","."
