"L&S","","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"","697
015","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","697
044","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","697
045","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","697
046","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","697
048","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Research for Major","Course Total","13","3.885","84.6","7.7","7.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Directed Study","699
006","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","999
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"RELIG ST
856","Dept. Total","645","3.485","44.5","25.4","15.5","3.7","2.9","0.2","1.7","2.9","",".","2.0","",".","0.2","",".","0.8","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.312","56.4","15.4","17.9",".",".",".","10.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","127","3.527","45.7","29.9","18.9","1.6","3.1",".","0.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","193","3.432","42.5","28.0","15.0","5.7","3.6","0.5","1.6","0.5","",".","0.5","",".","0.5","",".","1.0","0.5","."
"Senior","","275","3.520","43.3","23.6","14.2","4.0","2.9",".","1.1","5.5","",".","4.4","",".",".","",".","1.1",".","."
"Undergraduates","","634","3.481","44.3","25.7","15.6","3.8","3.0","0.2","1.7","2.5","",".","2.1","",".","0.2","",".","0.8","0.2","."
"Special","","4","3.500",".","25.0",".",".",".",".",".","75.0","",".",".","",".",".","",".",".",".","."
"Graduate","","7","3.857","85.7",".","14.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","645","3.485","44.5","25.4","15.5","3.7","2.9","0.2","1.7","2.9","",".","2.0","",".","0.2","",".","0.8","0.2","."
