"","996
015","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
041","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","7","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"BOTANY
208","Dept. Total","786","3.171","39.7","12.7","22.5","6.0","10.6","2.9","0.8","3.8","",".","0.1",".","0.1","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","2.955","36.4","6.8","20.5","13.6","13.6","6.8",".",".","",".",".",".",".",".",".","2.3","."
"Sophomore","","166","3.062","34.9","10.8","28.3","6.6","14.5","4.2","0.6",".","",".",".",".",".",".",".",".","."
"Junior","","204","3.116","32.4","16.2","24.0","10.8","13.7","2.5",".",".","",".",".",".",".","0.5",".",".","."
"Senior","","246","3.165","38.2","13.8","28.0","3.3","9.8","3.3","2.0","0.8","",".",".",".","0.4","0.4",".",".","."
"Undergraduates","","660","3.108","35.5","13.3","26.4","7.1","12.4","3.5","0.9","0.3","",".",".",".","0.2","0.3",".","0.2","."
"Special","","16","3.933","81.3","6.3",".",".",".",".",".","12.5","",".",".",".",".",".",".",".","."
"Graduate","","110","3.832","59.1","10.0","2.7",".","0.9",".",".","23.6","",".","0.9",".",".","0.9",".","1.8","."
"","Dept. Total","786","3.171","39.7","12.7","22.5","6.0","10.6","2.9","0.8","3.8","",".","0.1",".","0.1","0.4",".","0.4","."
