"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Course Total
Rsch-Integrated LiberalStudies","17","3.930","88.2","11.8",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"ILS
Dept. Total
500","905","3.335","33.4","18.9","19.4","7.4","3.4","1.2","1.1","0.3","",".","14.0","0.2","",".","0.1","0.1","0.1","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","152","3.045","17.8","13.2","18.4","13.2","8.6","1.3","0.7",".","",".","25.7","0.7","",".",".",".",".","0.7"
"Sophomore","344","3.312","28.5","21.8","20.3","7.6","2.9","0.6","1.5",".","",".","16.0","0.3","",".","0.3",".","0.3","."
"Junior","221","3.388","36.2","21.7","22.6","7.2","1.8","0.9","0.9",".","",".","8.6",".","",".",".",".",".","."
"Senior","184","3.503","52.7","14.7","14.7","2.7","2.2","2.7","1.1","1.6","",".","6.5",".","",".",".","0.5",".","0.5"
"Undergraduates","901","3.335","33.5","18.9","19.4","7.4","3.4","1.2","1.1","0.3","",".","13.9","0.2","",".","0.1","0.1","0.1","0.2"
"Special","4","3.250",".","25.0","25.0",".",".",".",".",".","",".","50.0",".","",".",".",".",".","."
"Dept. Total","905","3.335","33.4","18.9","19.4","7.4","3.4","1.2","1.1","0.3","",".","14.0","0.2","",".","0.1","0.1","0.1","0.2"
