"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","86590","3.233","36.1","20.5","19.4","7.5","8.0","2.2","1.4","3.0","0.0","1.1","0.0","0.2","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","10082","2.964","24.9","19.0","22.9","11.2","13.5","4.0","2.5","0.0","0.0","1.6","0.1",".","0.0","0.1","0.1","0.1"
"Sophomore","","21147","3.160","31.4","21.8","22.7","9.0","10.0","2.5","1.4","0.1","0.0","0.9","0.0",".","0.0","0.1","0.0","0.0"
"Junior","","20828","3.202","33.6","22.1","22.2","8.2","8.6","2.3","1.5","0.5","0.0","0.5","0.0","0.0","0.1","0.1","0.1","0.1"
"Senior","","23695","3.302","39.8","21.3","18.7","6.9","6.6","1.9","1.4","2.0","0.0","0.8","0.0","0.0","0.2","0.2","0.1","0.0"
"Undergraduates","","75752","3.185","33.7","21.4","21.3","8.4","9.0","2.5","1.6","0.8","0.0","0.9","0.0","0.0","0.1","0.1","0.1","0.1"
"Special","","1243","3.446","36.7","11.3","10.7","3.7","2.9","1.4","0.3","20.8","0.1","7.2","0.2","0.1","0.6","0.9","3.0","0.1"
"Graduate","","9459","3.792","55.0","13.8","5.0","0.8","0.4","0.0","0.1","19.3","0.1","2.4",".","1.8","0.7","0.1","0.4","0.0"
"Prof Yr 1","","203","3.566","51.2","24.1","20.2","0.5","3.0",".",".","0.5",".",".",".",".",".","0.5",".","."
"Prof Yr 2","","60","3.837","81.7","10.0","6.7","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","90","3.804","73.3","16.7","5.6",".","1.1",".",".","3.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","357","3.676","62.5","19.6","14.0","0.6","2.0",".",".","1.1",".",".",".",".",".","0.3",".","."
"","College Total","86811","3.233","36.2","20.4","19.4","7.5","8.0","2.2","1.4","3.1","0.0","1.1","0.0","0.2","0.1","0.1","0.1","0.1"
