"TERM : 1074","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2006-2007","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"CIV ENGR
Dept. Total
240","1102","3.358","38.6","15.5","16.6","4.9","5.5","0.7","0.7","14.8","0.4",".","",".","1.5","0.7",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","27","3.237","29.6","14.8","14.8","7.4","11.1",".",".","22.2",".",".","",".",".",".",".",".","."
"Junior","158","3.152","29.1","13.3","22.8","10.1","7.0","0.6","1.9","13.3","0.6",".","",".",".","1.3",".",".","."
"Senior","583","3.316","43.2","18.5","20.8","5.7","7.9","1.2","0.9","1.7","0.2",".","",".",".",".",".",".","."
"Undergraduates","769","3.284","39.9","17.3","20.9","6.6","7.8","1.0","1.0","4.8","0.3",".","",".",".","0.3",".",".","."
"Special","7","4.000","42.9",".",".",".",".",".",".","28.6",".",".","",".",".","28.6",".",".","."
"Graduate","325","3.692","35.1","11.7","6.8","0.9","0.3",".",".","38.2","0.6",".","",".","5.2","1.2",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","1102","3.358","38.6","15.5","16.6","4.9","5.5","0.7","0.7","14.8","0.4",".","",".","1.5","0.7",".",".","."
