"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","88","3.665","55.7","31.8","8.0","1.1","2.3","1.1",".","",".","",".","",".",".","",".","",".","",".",".","."
"Intro to Engineering Design","160
001","78","3.596","53.8","24.4","15.4","2.6","2.6","1.3",".","",".","",".","",".",".","",".","",".","",".",".","."
"Current Issues in Intl Engr","413
001","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","169","3.628","55.6","27.8","11.2","1.8","2.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.536","43.8","39.6","8.3",".","6.3","2.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","100","3.658","59.0","25.0","11.0","3.0","1.0","1.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","17","3.651","58.8","17.6","23.5",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","169","3.628","55.6","27.8","11.2","1.8","2.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","169","3.628","55.6","27.8","11.2","1.8","2.4","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
