"Intro to Clinical Trials I","542
001","","18","3.821","61.1","5.6","11.1",".","",".",".","",".","",".",".","",".",".","",".","","16.7",".","5.6","."
"Pract-Clin Trial Data Analysis","546
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Bioinformatics","776
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"B M I
210","Dept. Total","","28","3.775","50.0","10.7","10.7",".","",".","",".","",".","14.3","",".",".","",".","",".","10.7",".","3.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","17","3.731","52.9","5.9","17.6",".","",".","",".","",".",".","",".",".","",".","",".","17.6",".","5.9","."
"Graduate","","","10","3.833","40.0","20.0",".",".","",".","",".","",".","40.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","28","3.775","50.0","10.7","10.7",".","",".","",".","",".","14.3","",".",".","",".","",".","10.7",".","3.6","."
