"","990
030","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","40","",".",".",".",".",".",".",".","92.5","",".",".",".","7.5",".",".",".","."
"COM ARTS
250","Dept. Total","2863","3.267","22.4","32.1","26.7","8.7","4.7","1.0","0.6","2.6","",".","0.8","0.0","0.1","0.2","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","213","3.164","16.9","34.7","28.2","13.1","3.3","2.8","0.9",".","",".",".",".",".",".",".",".","."
"Sophomore","","696","3.225","18.0","38.4","26.7","9.6","5.2","0.7","1.0","0.1","",".","0.1",".",".",".","0.1",".","."
"Junior","","843","3.206","18.0","32.6","31.3","10.0","5.5","1.1","0.5",".","",".","0.9",".",".",".","0.1",".","."
"Senior","","953","3.320","26.9","31.5","26.4","7.1","4.7","0.8","0.5","0.4","",".","1.4",".",".","0.1","0.1",".","."
"Undergraduates","","2705","3.247","21.0","33.9","28.2","9.1","5.0","1.0","0.7","0.2","",".","0.8",".",".","0.0","0.1",".","."
"Special","","13","3.769","46.2","15.4",".","7.7",".",".",".","7.7","",".","7.7","7.7",".",".",".","7.7","."
"Graduate","","145","3.978","45.5","0.7","0.7",".",".",".",".","47.6","",".",".",".","2.1","3.4",".",".","."
"","Dept. Total","2863","3.267","22.4","32.1","26.7","8.7","4.7","1.0","0.6","2.6","",".","0.8","0.0","0.1","0.2","0.1","0.0","."
