"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","26","3.596","26.9","65.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
300","24","3.583","29.2","62.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","20","3.675","40.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","22","3.705","50.0","40.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","21","3.619","28.6","66.7","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","23","3.891","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","21","3.762","52.4","47.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
300","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","272","3.772","58.5","37.9","3.3","0.4",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","235","2.947","19.6","15.3","26.8","12.3","25.5","0.4",".",".",".",".",".",".",".",".",".","."
"","002
301","135","3.167","25.9","17.8","34.1","9.6","11.9","0.7",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","370","3.027","21.9","16.2","29.5","11.4","20.5","0.5",".",".",".",".",".",".",".",".",".","."
"","302
001","41","3.488","41.5","22.0","24.4","9.8",".",".",".","2.4",".",".",".",".",".",".",".","."
"","302
002","27","3.077","14.8","18.5","37.0","18.5","7.4",".",".","3.7",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","68","3.326","30.9","20.6","29.4","13.2","2.9",".",".","2.9",".",".",".",".",".",".",".","."
"","303
001","75","3.120","29.3","13.3","34.7","8.0","10.7","2.7","1.3",".",".",".",".",".",".",".",".","."
"","303
002","70","3.136","34.3","4.3","40.0","2.9","15.7","2.9",".",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","145","3.128","31.7","9.0","37.2","5.5","13.1","2.8","0.7",".",".",".",".",".",".",".",".","."
"","304
001","57","3.675","63.2","21.1","8.8","5.3",".","1.8",".",".",".",".",".",".",".",".",".","."
"","304
002","55","3.755","61.8","27.3","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","112","3.714","62.5","24.1","9.8","2.7",".","0.9",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
002","27","3.870","81.5","11.1","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
201","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Sys Thinking & Sustainable Bus","601
001","24","3.891","79.2","12.5","4.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Managing Legal Environment","701
001","11","3.222","36.4",".","36.4",".",".","9.1",".","18.2",".",".",".",".",".",".",".","."
"","710
001","59","3.856","83.1","8.5","6.8",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"","710
002","59","3.831","79.7","11.9","5.1","1.7","1.7",".",".",".",".",".",".",".",".",".",".","."
"","710
003","61","3.754","72.1","13.1","9.8","3.3","1.6",".",".",".",".",".",".",".",".",".",".","."
"","710
004","46","3.783","78.3","2.2","17.4","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Integrity and Society","Course Total","225","3.807","78.2","9.3","9.3","1.8","1.3",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Communicatn-Dissertsators","975
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
