"Seminar-Translation","822
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","990
003","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","348","3.682","52.9","35.3","5.5","0.6","1.7","0.3","0.6","2.0","0.3",".","",".","",".","0.6","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.672","45.3","46.9","6.3",".","1.6",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","114","3.704","53.5","41.2","2.6","0.9","0.9",".","0.9",".",".",".","",".","",".",".",".",".","."
"Junior","","60","3.694","56.7","35.0","5.0",".","1.7","1.7",".",".",".",".","",".","",".",".",".",".","."
"Senior","","70","3.538","47.1","27.1","11.4","1.4","4.3",".","1.4","1.4","1.4",".","",".","",".","2.9","1.4",".","."
"Undergraduates","","308","3.660","51.0","38.0","5.8","0.6","1.9","0.3","0.6","0.3","0.3",".","",".","",".","0.6","0.3",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0",".",".","",".","",".",".",".",".","."
"Graduate","","36","3.878","72.2","16.7","2.8",".",".",".",".","8.3",".",".","",".","",".",".",".",".","."
"","Dept. Total","348","3.682","52.9","35.3","5.5","0.6","1.7","0.3","0.6","2.0","0.3",".","",".","",".","0.6","0.3",".","."
