"Human Embryology","742
001","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Pract-Genetic Counselng","814
005","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
048","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Genetics","993
001","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","281","3.725","60.9","21.7","12.5","2.8","0.4","",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","12","3.900","83.3","8.3","8.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","16","3.840","87.5","6.3",".",".","6.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","37","3.995","97.3","2.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","66","3.939","92.4","4.5","1.5",".","1.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","62","3.756","67.7","16.1","6.5","1.6",".","",".","",".","8.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","151","3.573","43.7","31.8","19.9","4.6",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","152","3.577","44.1","31.6","19.7","4.6",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","281","3.725","60.9","21.7","12.5","2.8","0.4","",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
