"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3538","3.361","31.2","8.7","15.3","3.2","3.7","0.5","",".","37.1","",".",".",".","0.1","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","",".",".",".",".",".",".","",".","100.0","",".",".",".",".",".",".",".","."
"Sophomore","","8","3.900","25.0","12.5",".",".",".",".","",".","62.5","",".",".",".",".",".",".",".","."
"Junior","","30","3.082","36.7","6.7","6.7","6.7","13.3","3.3","",".","26.7","",".",".",".",".",".",".",".","."
"Senior","","55","3.185","41.8","9.1","16.4","5.5","16.4","1.8","",".","9.1","",".",".",".",".",".",".",".","."
"Undergraduates","","97","3.175","37.1","8.2","11.3","5.2","13.4","2.1","",".","22.7","",".",".",".",".",".",".",".","."
"Special","","14","4.000","35.7",".",".",".",".",".","",".","64.3","",".",".",".",".",".",".",".","."
"Graduate","","82","3.491","17.1","3.7","8.5","1.2",".",".","",".","63.4","",".",".",".","6.1",".",".",".","."
"Prof Yr 1","","705","3.281","23.1","13.6","25.7","4.3","6.2","0.9","",".","25.7","",".",".",".",".","0.6",".",".","."
"Prof Yr 2","","741","3.304","31.6","14.8","26.5","4.9","3.9","0.3","",".","17.8","",".",".",".",".","0.3",".",".","."
"Prof Yr 3","","996","3.218","27.5","9.2","14.7","4.1","4.5","0.7","",".","39.3","",".",".",".",".",".",".",".","."
"Prof Yr 4","","904","4.000","41.9",".",".",".",".",".","",".","58.1","",".",".",".",".",".",".",".","."
"Professionals","","3346","3.366","31.4","8.9","15.6","3.2","3.5","0.4","",".","36.7","",".",".",".",".","0.2",".",".","."
"","College Total","3539","3.361","31.2","8.7","15.3","3.2","3.7","0.5","",".","37.1","",".",".",".","0.1","0.2",".",".","."
