"Pub Info Campaigns & Progms","515
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Print&Electronic Media Dsgn","530
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Web Design for the Sciences","532
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","699
035","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","39","3.661","59.0","25.6","10.3","",".","",".","",".","2.6","2.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","3.250","50.0","25.0","12.5","",".","",".","",".","12.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","3","3.500",".","100.0",".","",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","4.000","100.0",".",".","",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","24","3.764","62.5","20.8","12.5","",".","",".","",".",".","4.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","38","3.652","57.9","26.3","10.5","",".","",".","",".","2.6","2.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".","",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","39","3.661","59.0","25.6","10.3","",".","",".","",".","2.6","2.6","",".",".","",".","",".","",".",".",".","."
