"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3002","3.451","45.3","22.6","18.0","5.9","3.8","1.0","0.7","2.1","",".","0.3",".","0.0","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.161","26.9","29.9","20.9","14.9","3.0","1.5","3.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","393","3.268","32.1","27.5","23.4","7.4","6.4","1.8","1.3",".","",".","0.3",".",".",".",".",".","."
"Junior","","830","3.478","46.6","23.0","18.7","6.6","3.9","0.2","0.6",".","",".","0.4",".",".",".",".",".","."
"Senior","","1535","3.472","47.7","22.0","17.8","5.1","3.5","1.3","0.7","1.4","",".","0.4",".",".","0.1",".",".","."
"Undergraduates","","2825","3.438","44.7","23.3","18.9","6.1","4.0","1.1","0.8","0.8","",".","0.4",".",".","0.1",".",".","."
"Special","","27","3.432","48.1","22.2","7.4","3.7","7.4","3.7",".","3.7","",".",".",".",".",".",".","3.7","."
"Graduate","","144","3.839","57.6","6.9","3.5","1.4","0.7",".",".","27.1","",".",".",".","0.7","1.4",".","0.7","."
"Prof Yr 1","","5","3.700","40.0","60.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","6","3.667","33.3","66.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","3002","3.451","45.3","22.6","18.0","5.9","3.8","1.0","0.7","2.1","",".","0.3",".","0.0","0.1",".","0.1","."
