"","990
070","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
075","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","64","",".",".",".",".",".",".",".","92.2","",".",".",".","7.8","",".",".",".","."
"ZOOLOGY
970","Dept. Total","3037","3.069","33.3","14.4","25.1","6.3","12.9","3.4","1.8","2.2","",".","0.2","0.0","0.2","",".","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","392","2.712","19.9","18.6","23.0","8.4","20.4","5.1","4.1",".","",".",".",".",".","",".","0.3",".","0.3"
"Sophomore","","780","3.025","29.0","16.8","28.6","6.5","14.2","3.5","1.3",".","",".",".",".",".","",".",".",".","0.1"
"Junior","","727","3.070","31.8","14.0","27.4","7.2","13.5","3.3","2.2",".","",".","0.3",".",".","",".","0.1",".","0.3"
"Senior","","960","3.207","40.9","12.7","24.9","5.4","10.5","3.1","1.5","0.4","",".","0.3","0.1","0.1","",".",".",".","."
"Undergraduates","","2859","3.054","32.5","15.0","26.3","6.6","13.6","3.5","2.0","0.1","",".","0.2","0.0","0.0","",".","0.1",".","0.1"
"Special","","14","3.054","21.4","7.1","28.6","14.3","7.1","7.1",".","14.3","",".",".",".",".","",".",".",".","."
"Graduate","","161","3.849","49.7","5.6","3.7",".",".",".",".","37.3","",".",".",".","3.1","",".",".","0.6","."
"Prof Yr 2","","3","3.200","33.3",".","66.7",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","3","3.200","33.3",".","66.7",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","3037","3.069","33.3","14.4","25.1","6.3","12.9","3.4","1.8","2.2","",".","0.2","0.0","0.2","",".","0.1","0.0","0.1"
