"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","440
004","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","72","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","10","",".",".",".",".",".",".",".",".",".","90.0",".",".",".",".",".","."
"Stdt Teaching in Agri-sci Educ","445
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","69","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","465
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","466
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","467
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","467
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Stdt Teaching Engl-Mid Schl","472
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Student Teaching in HS Math","494
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach Sci-MiddleSchl","495
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Middle School","498
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Health Info for Teachers","501
001","","71","3.465","42.3","26.8","19.7","7.0","2.8","1.4",".",".",".",".",".",".",".",".",".","."
"Literacy Across the Curriculum","503
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literacy Assessmnt&Interventn","504
001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
001","","29","3.879","82.8","10.3","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","31","3.790","67.7","29.0",".",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","60","3.833","75.0","20.0","3.3",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"Instrctnl Computn-Schools I","514
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion and Public Education","516
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","537
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","537
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Diverse Learners","Course Total","","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org&Adm-School Hlth Progms","541
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teacher Ed-Alcohol & Drugs","542
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Probs-Teaching World Lang","564
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract-Spec Ed in the Arts","566
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Dsgn&Prod Elec Instr Matrls","603
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar on Literacy","604
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
