"","990
262","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","48","",".",".",".",".",".",".",".","91.7","",".",".",".","8.3",".",".",".","."
"Seminar","992
001","11","3.942","81.8","9.1",".",".",".",".",".","9.1",".","",".",".",".",".",".",".","."
"Statistical Consulting","998
001","16","3.656","43.8","43.8","12.5",".",".",".",".",".",".","",".",".",".",".",".",".","."
"STAT
932","Dept. Total","1795","3.089","29.7","16.7","22.7","9.4","12.4","2.7","2.5","3.0","",".","0.1",".","0.2","0.1","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.769","23.3","9.3","23.3","4.7","34.9",".","4.7",".","",".",".",".",".",".",".",".","."
"Sophomore","","322","2.953","23.9","13.4","26.7","14.9","17.1","1.6","2.5",".","",".",".",".",".",".",".",".","."
"Junior","","569","2.978","26.5","18.1","21.6","11.4","14.2","4.2","3.2",".","",".",".",".",".",".","0.4","0.2","0.2"
"Senior","","428","2.930","26.9","10.7","27.6","11.7","14.3","4.2","3.7","0.5","",".","0.2",".",".",".","0.2",".","."
"Undergraduates","","1362","2.951","25.9","14.4","24.7","12.1","15.6","3.5","3.2","0.1","",".","0.1",".",".",".","0.2","0.1","0.1"
"Special","","23","3.285","39.1","17.4","8.7",".","17.4","4.3",".","13.0","",".",".",".",".",".",".",".","."
"Graduate","","283","3.634","40.6","25.1","12.4","1.1","0.4",".","0.4","17.3","",".","0.4",".","1.4","0.4","0.4",".","0.4"
"Prof Yr 1","","125","3.512","44.8","23.2","26.4","0.8","4.8",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","127","3.509","44.9","22.8","26.8","0.8","4.7",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1795","3.089","29.7","16.7","22.7","9.4","12.4","2.7","2.5","3.0","",".","0.1",".","0.2","0.1","0.2","0.1","0.1"
