"","990
017","6","",".",".",".",".",".",".",".","50.0","16.7",".",".","33.3",".",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","11","",".",".",".",".",".",".",".","63.6","9.1",".",".","27.3",".",".",".","."
"E ASIAN
295","Dept. Total","842","3.456","44.3","26.2","14.4","5.9","3.3","1.1","0.6","2.9","0.1",".",".","0.5","0.2",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","104","3.390","44.2","27.9","8.7","11.5","4.8","1.0","1.0",".",".",".",".",".",".",".","1.0","."
"Sophomore","","195","3.389","43.1","26.7","15.9","6.7","3.6","2.6","0.5","1.0",".",".",".",".",".",".",".","."
"Junior","","218","3.495","45.9","26.1","19.7","3.2","2.8",".","0.9","1.4",".",".",".",".",".",".",".","."
"Senior","","235","3.476","42.1","26.8","15.3","6.8","3.4","1.3",".","3.8",".",".",".",".",".",".","0.4","."
"Undergraduates","","752","3.444","43.8","26.7","15.8","6.4","3.5","1.2","0.5","1.9",".",".",".",".",".",".","0.3","."
"Special","","14","3.034","35.7","28.6",".",".","7.1",".","7.1",".",".",".",".","7.1",".",".","14.3","."
"Graduate","","73","3.750","52.1","20.5","1.4","2.7","1.4",".",".","13.7","1.4",".",".","4.1","2.7",".",".","."
"Prof Yr 3","","2","3.214",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.542","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","842","3.456","44.3","26.2","14.4","5.9","3.3","1.1","0.6","2.9","0.1",".",".","0.5","0.2",".","0.5","."
