"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","374","3.825","75.7","19.0","4.0","0.3","0.3","",".","0.3","0.3","",".",".",".","",".","",".",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","69","3.740","65.2","29.0","2.9",".","1.4","",".","1.4",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","120","3.833","75.8","20.8","2.5","0.8",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","73","3.816","74.0","20.5","5.5",".",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","106","3.864","84.9","8.5","5.7",".",".","",".",".",".","",".",".",".","",".","",".",".","0.9","."
"Undergraduates","","368","3.824","76.1","18.8","4.1","0.3","0.3","",".","0.3",".","",".",".",".","",".","",".",".","0.3","."
"Special","","7","3.833","57.1","28.6",".",".",".","",".",".","14.3","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","377","3.825","75.9","18.8","4.0","0.3","0.3","",".","0.3","0.3","",".",".",".","",".","",".",".","0.3","."
