"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
006","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","58","3.914","82.8","17.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","63","3.274","36.5","27.0","17.5","7.9","4.8",".","4.8","1.6",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","118","2.718","15.3","15.3","19.5","20.3","20.3","5.1","3.4","0.8",".",".",".",".",".",".",".","."
"","252
001","","23","3.087","21.7","26.1","21.7","8.7","21.7",".",".",".",".",".",".",".",".",".",".","."
"","252
002","","37","3.365","40.5","16.2","29.7","8.1","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","","60","3.258","33.3","20.0","26.7","8.3","10.0","1.7",".",".",".",".",".",".",".",".",".","."
"","270
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","270
005","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
006","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","55","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trans Lines & Netwks Lab","301
001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","","12","3.125","16.7","41.7","33.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","305
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
004","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","32","3.797","65.6","28.1","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","12","3.045","41.7","16.7",".","8.3","16.7",".","8.3","8.3",".",".",".",".",".",".",".","."
"","315
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","28","3.500","53.6","28.6",".","3.6","7.1",".","3.6","3.6",".",".",".",".",".",".",".","."
"Sensors Laboratory","317
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","31","3.548","48.4","22.6","19.4","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","14","3.679","64.3","7.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","46","2.685","15.2","13.0","17.4","19.6","26.1","8.7",".",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","42","2.464","16.7","2.4","28.6","14.3","21.4","7.1","9.5",".",".",".",".",".",".",".",".","."
