"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","721","3.394","33.1","28.6","25.9","6.2","4.3","0.7","",".","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","132","3.178","18.9","27.3","33.3","12.9","6.8","0.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","191","3.204","28.8","23.0","24.6","11.5","9.9","2.1","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","323","3.193","24.8","24.8","28.2","12.1","8.7","1.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","9","3.625","55.6","11.1","11.1","11.1",".",".","",".","11.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","387","3.559","39.8","32.3","24.0","1.3","0.8",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","721","3.394","33.1","28.6","25.9","6.2","4.3","0.7","",".","1.1","",".",".","",".","",".","",".",".",".","."
