"L&S","","","","","","","","","","","","","","","","","","","","",""
"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"PHILOS
736","Dept. Total","1856","3.278","32.1","25.2","22.7","7.8","4.9","2.1","1.5","3.0","0.1",".","",".","",".","0.3","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","180","3.036","18.9","19.4","36.1","11.1","8.9","4.4","0.6",".",".",".","",".","",".",".",".",".","0.6"
"Sophomore","","423","3.226","30.7","27.2","22.9","8.0","5.4","2.4","2.6","0.2",".",".","",".","",".",".","0.2","0.2","."
"Junior","","500","3.320","31.4","29.0","24.8","7.4","3.8","1.6","1.2","0.6",".",".","",".","",".",".",".","0.2","."
"Senior","","633","3.300","34.0","25.3","20.9","8.2","5.2","2.1","1.4","2.5",".",".","",".","",".","0.2","0.2","0.2","."
"Undergraduates","","1736","3.259","30.9","26.2","24.1","8.2","5.2","2.2","1.6","1.2",".",".","",".","",".","0.1","0.1","0.2","0.1"
"Special","","6","3.500","33.3","16.7",".","16.7",".",".",".","16.7",".",".","",".","",".",".",".","16.7","."
"Graduate","","113","3.853","49.6","10.6","3.5",".",".",".",".","30.1","0.9",".","",".","",".","4.4","0.9",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1856","3.278","32.1","25.2","22.7","7.8","4.9","2.1","1.5","3.0","0.1",".","",".","",".","0.3","0.2","0.2","0.1"
