"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","11","1.455","18.2",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Legal Writing (M.L.I.)","603
001","14","3.536","42.9","35.7","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","713
001","20","2.500","25.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","721
001","31","1.565","6.5","3.2","35.5",".","6.5",".",".",".",".",".",".",".",".",".",".","."
"","002
721","33","1.970","18.2","6.1","24.2",".","15.2",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","Course Total","64","1.773","12.5","4.7","29.7",".","10.9",".",".",".",".",".",".",".",".",".",".","."
"","723
001","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","12","1.333","8.3",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","13","1.923","15.4",".","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","0.231",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","13","1.462","7.7",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","13","1.615",".",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","11","1.364",".",".","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","13","0.923","7.7",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
010","12","0.833","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","0.769","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","13","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","11","1.182","9.1",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","9","1.111","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","11","1.091",".",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","11","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","13","0.231",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","13","0.154",".",".",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
021","14","1.000",".",".","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","723
022","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
023","11","1.636",".",".","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","281","1.004","3.6",".","27.8",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","724
001","68","0.971","8.8",".","14.7",".","8.8",".",".",".",".",".",".",".",".",".",".","."
"","724
002","73","1.274","13.7",".","20.5",".","5.5",".",".",".",".",".",".",".",".",".",".","."
"","724
003","81","1.383","17.3","4.9","14.8",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","724
004","71","1.352","4.2",".","39.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","293","1.253","11.3","1.4","22.2",".","4.4",".",".",".",".",".",".",".",".",".",".","."
"","725
001","71","0.986","9.9",".","19.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
002","69","1.536","15.9",".","23.2",".","10.1",".",".",".",".",".",".",".",".",".",".","."
"","725
003","72","1.444","18.1",".","19.4",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","725
004","56","1.304","10.7",".","26.8",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","725
005","27","1.111","14.8",".","14.8",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","295","1.298","13.9",".","21.4",".","5.1",".",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","6","2.750",".","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
001","44","1.091","9.1",".","22.7",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"","731
002","68","1.585","13.2","1.5","23.5",".","2.9","1.5",".","13.2",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","112","1.374","11.6","0.9","23.2",".","2.7","0.9",".","8.0",".",".",".",".",".",".",".","."
