"TERM : 1074","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2006-2007","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","",""
"GEN BUS
231","1315
Dept. Total","3.411","47.4","18.6","17.6","5.1","7.6","0.6","0.1","0.4",".","2.7",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","",""
"Freshmen","1","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".  
.  
.  
."
