"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"F&W ECOL
396","Dept. Total","367","3.407","46.6","18.8","11.7","6.5","4.6","2.2","1.4","8.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.154","46.2","15.4",".","15.4","15.4","7.7",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","47","3.448","57.4","17.0","6.4","4.3","10.6","4.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","91","3.376","48.4","20.9","16.5","6.6","3.3","2.2","2.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","127","3.276","40.2","22.0","18.1","10.2","4.7","2.4","2.4",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","278","3.329","46.0","20.5","14.7","8.3","5.8","2.9","1.8",".","",".",".","",".","",".","",".",".",".","."
"Special","","5","3.208","20.0","20.0","40.0",".","20.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","84","3.819","50.0","13.1",".","1.2",".",".",".","35.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","367","3.407","46.6","18.8","11.7","6.5","4.6","2.2","1.4","8.2","",".",".","",".","",".","",".",".",".","."
