"BUS","","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1976","3.190","30.5","17.5","30.6","5.0","10.9","3.5","0.6","1.3","0.2",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","2.711","10.5","10.5","42.1","5.3","21.1","10.5",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","404","2.858","23.3","5.4","40.1","3.2","18.8","7.7","1.5",".",".",".","",".","",".","",".",".",".","."
"Junior","","682","3.158","27.4","16.6","36.4","5.9","10.4","3.1","0.1",".","0.1",".","",".","",".","",".",".",".","."
"Senior","","635","3.238","25.7","26.0","25.4","6.9","9.9","2.5","0.6","2.8","0.2",".","",".","",".","",".",".",".","."
"Undergraduates","","1740","3.117","25.6","17.4","33.3","5.6","12.3","4.0","0.6","1.0","0.1",".","",".","",".","",".",".",".","."
"Special","","18","3.406","33.3","16.7","33.3",".","5.6",".",".","5.6","5.6",".","",".","",".","",".",".",".","."
"Graduate","","216","3.807","69.4","18.1","8.8","0.5",".",".",".","2.8","0.5",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1976","3.190","30.5","17.5","30.6","5.0","10.9","3.5","0.6","1.3","0.2",".","",".","",".","",".",".",".","."
