"","999
068","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
086","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
097","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Ind Work-Applied Music","Course Total","45","3.949","84.4","6.7","2.2",".",".",".",".","4.4","",".",".","",".","",".","",".",".","2.2","."
"MUS PERF
664","Dept. Total","532","3.835","76.5","15.4","5.1","0.8","0.4","0.2","0.6","0.8","",".",".","",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.484","53.1","30.6","10.2","2.0",".",".","4.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","87","3.808","75.9","17.2","5.7",".",".",".","1.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","107","3.801","72.9","15.9","6.5","2.8","0.9","0.9",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","137","3.896","81.8","10.9","4.4",".","0.7",".",".","1.5","",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","380","3.799","74.2","16.3","6.1","1.1","0.5","0.3","0.8","0.5","",".",".","",".","",".","",".","0.3",".","."
"Special","","17","3.946","82.4","17.6",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","135","3.902","82.2","12.6","3.0",".",".",".",".","1.5","",".",".","",".","",".","",".",".","0.7","."
"","Dept. Total","532","3.835","76.5","15.4","5.1","0.8","0.4","0.2","0.6","0.8","",".",".","",".","",".","",".","0.2","0.2","."
