"","699
015","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
016","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
017","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Studies-Molec Biol","Course Total","","15","3.925","93.3","",".","6.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"MOL BIOL
650","Dept. Total","","34","3.964","97.1","",".","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","32","3.961","96.9","",".","3.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","34","3.964","97.1","",".","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","34","3.964","97.1","",".","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
