"Foundations of US Air Force II","102
001","","13","3.615","30.8","61.5","7.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space II","202
001","","19","3.553","31.6","52.6","10.5","5.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Studies II","304
001","","6","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","402
001","","9","3.833","66.7","33.3",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","47","3.766","46.8","44.7","6.4","2.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","13","3.538","23.1","69.2",".","7.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","15","3.711","40.0","46.7","13.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.857","68.8","25.0","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.767","46.7","44.4","6.7","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","47","3.766","46.8","44.7","6.4","2.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
