"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","41","2.732","12.2","4.9","46.3","4.9","26.8","2.4","2.4",".",".",".",".",".",".",".",".","."
"","100
002","40","2.987","22.5","2.5","52.5",".","15.0","5.0",".",".","2.5",".",".",".",".",".",".","."
"","100
003","42","2.905","31.0","9.5","38.1",".","2.4","14.3","4.8",".",".",".",".",".",".",".",".","."
"","100
004","42","2.655","19.0","4.8","35.7","2.4","21.4","16.7",".",".",".",".",".",".",".",".",".","."
"","100
005","44","3.198","36.4","9.1","29.5","2.3","20.5",".",".","2.3",".",".",".",".",".",".",".","."
"","100
006","45","2.944","26.7","4.4","40.0","2.2","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","007
100","41","3.012","26.8","2.4","51.2",".","12.2","7.3",".",".",".",".",".",".",".",".",".","."
"","100
008","46","2.728","19.6","2.2","34.8","13.0","21.7","6.5","2.2",".",".",".",".",".",".",".",".","."
"","100
009","37","2.905","21.6","10.8","37.8","2.7","18.9","8.1",".",".",".",".",".",".",".",".",".","."
"","100
010","36","2.574","5.6","11.1","41.7","2.8","19.4","11.1","2.8","5.6",".",".",".",".",".",".",".","."
"","100
011","41","2.634","9.8","7.3","39.0","2.4","34.1","7.3",".",".",".",".",".",".",".",".",".","."
"","100
012","42","2.750","23.8","4.8","31.0",".","21.4","14.3",".",".","4.8",".",".",".",".",".",".","."
"","100
014","40","3.238","37.5","7.5","40.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","537","2.869","22.7","6.1","39.7","3.0","18.4","8.0","0.9","0.6","0.6",".",".",".",".",".",".","."
"","211
001","43","3.186","27.9","9.3","51.2",".","9.3","2.3",".",".",".",".",".",".",".",".",".","."
"","211
002","46","3.163","34.8","10.9","28.3","4.3","21.7",".",".",".",".",".",".",".",".",".",".","."
"","211
003","45","3.022","26.7","4.4","42.2","4.4","20.0","2.2",".",".",".",".",".",".",".",".",".","."
"","211
004","45","3.111","28.9","8.9","42.2",".","17.8","2.2",".",".",".",".",".",".",".",".",".","."
"","211
005","37","2.986","21.6","10.8","40.5","8.1","13.5","5.4",".",".",".",".",".",".",".",".",".","."
"","211
006","38","2.934","28.9","7.9","34.2",".","21.1","5.3","2.6",".",".",".",".",".",".",".",".","."
"","211
007","44","2.966","25.0","4.5","38.6","6.8","22.7","2.3",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","298","3.057","27.9","8.1","39.6","3.4","18.1","2.7","0.3",".",".",".",".",".",".",".",".","."
"","300
001","40","3.063","25.0","22.5","12.5","25.0","12.5","2.5",".",".",".",".",".",".",".",".",".","."
"","300
002","45","3.067","13.3","37.8","15.6","20.0","11.1","2.2",".",".",".",".",".",".",".",".",".","."
"","300
003","44","3.284","25.0","38.6","27.3",".","2.3","6.8",".",".",".",".",".",".",".",".",".","."
"","300
004","48","2.702","14.6","25.0","18.8","12.5","10.4","10.4","6.3","2.1",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","177","3.023","19.2","31.1","18.6","14.1","9.0","5.6","1.7","0.6",".",".",".",".",".",".",".","."
"","301
001","44","3.068","9.1","25.0","43.2","15.9","6.8",".",".",".",".",".",".",".",".",".",".","."
"","002
301","39","3.487","46.2","28.2","12.8","2.6","10.3",".",".",".",".",".",".",".",".",".",".","."
"","301
003","46","2.889","8.7","15.2","45.7","15.2","6.5","6.5",".","2.2",".",".",".",".",".",".",".","."
"","301
004","40","3.063","22.5","7.5","55.0","5.0","5.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","169","3.116","20.7","18.9","39.6","10.1","7.1","2.4","0.6","0.6",".",".",".",".",".",".",".","."
"","302
001","47","3.250","27.7","25.5","25.5","6.4","12.8",".",".","2.1",".",".",".",".",".",".",".","."
"","302
002","52","3.271","28.8","25.0","17.3","9.6","11.5",".",".","7.7",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","99","3.261","28.3","25.3","21.2","8.1","12.1",".",".","5.1",".",".",".",".",".",".",".","."
"","310
001","47","3.532","51.1","14.9","25.5","6.4","2.1",".",".",".",".",".",".",".",".",".",".","."
"","310
002","36","3.319","27.8","16.7","50.0","2.8","2.8",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","83","3.440","41.0","15.7","36.1","4.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","32","3.143","31.3","12.5","25.0","6.3","6.3","3.1","3.1","9.4","3.1",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","399
202","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","406
001","23","3.130","30.4",".","52.2",".","17.4",".",".",".",".",".",".",".",".",".",".","."
"","406
002","26","3.096","26.9","7.7","42.3","3.8","19.2",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","49","3.112","28.6","4.1","46.9","2.0","18.4",".",".",".",".",".",".",".",".",".",".","."
"Acct Internshp & Prac Rsch","600
001","78","3.628","42.3","43.6","12.8",".","1.3",".",".",".",".",".",".",".",".",".",".","."
