"TERM : 1074","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","119","3.384","44.5","16.0","16.8","6.7","8.4","1.7","",".","4.2","",".",".","",".","0.8","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.643","60.0",".","40.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","23","3.411","43.5","21.7","17.4","8.7","8.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","24","3.520","54.2","20.8","12.5",".","12.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","43","3.088","30.2","16.3","25.6","11.6","11.6","4.7","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","95","3.306","41.1","17.9","21.1","7.4","10.5","2.1","",".",".","",".",".","",".",".",".",".",".","."
"Special","","3","3.700","33.3",".",".","33.3",".",".","",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","","20","3.958","65.0","5.0",".",".",".",".","",".","20.0","",".",".","",".","5.0","5.0",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","119","3.384","44.5","16.0","16.8","6.7","8.4","1.7","",".","4.2","",".",".","",".","0.8","0.8",".",".","."
