"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - LA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
Dept. Total
522","183","3.782","74.9","16.4","4.9","0.5","1.1","0.5","0.5","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","19","3.684","63.2","21.1","10.5",".","5.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","29","3.674","58.6","31.0","3.4","3.4","3.4",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","38","3.743","78.9","10.5","7.9",".",".",".","2.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","40","3.837","85.0","12.5",".",".",".","2.5",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","126","3.747","73.8","17.5","4.8","0.8","1.6","0.8","0.8",".","",".",".","",".","",".","",".",".",".","."
"Special","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","54","3.866","79.6","14.8","5.6",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","183","3.782","74.9","16.4","4.9","0.5","1.1","0.5","0.5","1.1","",".",".","",".","",".","",".",".",".","."
