"","990
020","5","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
023","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
031","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Individual Research","Course Total","25","",".",".",".",".",".",".",".","80.0","",".",".",".","20.0","",".",".",".","."
"FRENCH
400","Dept. Total","1213","3.449","40.0","31.2","15.0","5.5","2.6","0.8","0.8","3.2","",".",".",".","0.4","",".","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.319","29.6","28.8","28.0","7.2","4.0","0.8","0.8",".","",".",".",".",".","",".",".",".","0.8"
"Sophomore","","310","3.520","39.7","36.5","16.1","4.8","2.3","0.3",".","0.3","",".",".",".",".","",".",".",".","."
"Junior","","299","3.335","33.1","34.1","17.7","7.4","3.7","1.3","1.3","1.0","",".",".",".",".","",".",".",".","0.3"
"Senior","","308","3.469","46.1","28.2","11.4","5.2","2.6","1.3","1.3","3.6","",".",".",".",".","",".","0.3",".","."
"Undergraduates","","1042","3.427","38.5","32.4","16.6","6.0","3.0","1.0","0.9","1.4","",".",".",".",".","",".","0.1",".","0.2"
"Special","","17","3.246","41.2","5.9","23.5","23.5","5.9",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","152","3.713","49.3","26.3","3.3","0.7",".",".","0.7","15.8","",".",".",".","3.3","",".",".","0.7","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1213","3.449","40.0","31.2","15.0","5.5","2.6","0.8","0.8","3.2","",".",".",".","0.4","",".","0.1","0.1","0.2"
