"TERM : 1074","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2006-2007","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"AGROECOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","",""
"Multifunctionality-Agriculture","702
001
11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Agroecology Seminar","710
001
10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".   
.   
."
"","990
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","990
006
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Research","Course Total
2","***","","","","","","","","","","","","","",""
"AGROECOL
130","23
Dept. Total","3.864","39.1","4.3","4.3",".",".",".",".","8.7",".","43.5",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","",""
"Special","4","4.000","50.0",".",".",".",".",".",".",".",".","50.0",".",".","",".  
.  
.  
."
"Graduate","19","3.833","36.8","5.3","5.3",".",".",".",".","10.5",".","42.1",".",".","",".  
.  
.  
."
"","Dept. Total
23","3.864","39.1","4.3","4.3",".",".",".",".","8.7",".","43.5",".",".","",".  
.  
.  
."
"February 17, 2011","","","","","","","","","","","","","","","","Page 6 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
