"","967
007","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
008","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
009","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Urology Clerkship-CSC","Course Total","8","3.813","62.5","37.5",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"SURGERY
936","Dept. Total","198","3.554","46.0","27.8","17.7",".","",".","",".","",".","8.1","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","18","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","68","3.442","33.8","26.5","38.2",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","1.5"
"Prof Yr 4","","111","3.695","45.0","32.4","8.1",".","",".","",".","",".","14.4","",".",".","",".","",".","",".",".",".","."
"Professionals","","180","3.527","40.6","30.6","19.4",".","",".","",".","",".","8.9","",".",".","",".","",".","",".",".",".","0.6"
"","Dept. Total","198","3.554","46.0","27.8","17.7",".","",".","",".","",".","8.1","",".",".","",".","",".","",".",".",".","0.5"
