"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Law Review","899
001","83","",".",".",".",".",".",".",".","98.8",".",".",".",".",".",".",".","1.2"
"","904
001","20","2.100","30.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","41","2.596","29.3","7.3","17.1","2.4","2.4",".",".","22.0",".",".",".",".",".",".",".","."
"","904
004","7","2.500","42.9","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","68","2.414","30.9","5.9","19.1","1.5","1.5","1.5",".","13.2",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","28","2.711","17.9","10.7","25.0",".",".",".",".","32.1",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
002","13","3.385","84.6",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food and Drug Law","916
001","10","2.150","40.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","918
001","15","3.167","53.3","20.0","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","918
002","6","3.700","50.0","16.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","918
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","33","3.300","33.3","12.1","6.1",".",".","3.0",".","39.4",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","19","2.667","52.6","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","940
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
001","17","3.406","70.6","5.9","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","940
002","19","3.143","73.7",".",".",".","5.3",".","5.3","5.3",".",".",".",".",".",".",".","."
"","940
003","15","2.200","40.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","28","1.464","28.6",".","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","11","1.273","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","13","2.577","38.5","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","10","2.759","70.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","15","2.286","53.3",".",".",".",".",".","6.7","6.7",".",".",".",".",".",".",".","."
"","940
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
011","21","3.881","85.7","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","25","2.940","52.0","4.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
013","10","3.019","30.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","9","1.333","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","197","2.556","50.8","4.6","10.7",".","0.5",".","1.0","2.0",".",".",".",".",".",".",".","."
"Probs-Mod Amer Legal Hist","944
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
001","52","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
003","10","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"","950
004","9","3.000","66.7",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","76","3.100","9.2",".","1.3",".",".",".",".","86.8",".",".",".",".",".",".",".","."
"Problems:Bus Org-Seminar","953
001","14","2.929","50.0","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Publ Sect Labor Rel Law Sem","955
001","11","3.177","54.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Estate Planning","957
001","14","2.857","42.9","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs:Trade Regulation-Smr","961
001","8","2.826","62.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Policing Smr","977
001","11","1.909","27.3",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Envrnmtl Law","988
001","10","3.929","60.0","10.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"","990
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 328 of 403",""
