"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1447","3.318","44.2","16.2","16.8","7.7","7.0","1.4","1.2","3.8","0.1","0.4",".","0.8","0.3",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","117","3.282","53.0","14.5","12.0","4.3","13.7","0.9","1.7",".",".",".",".",".",".",".",".","."
"Sophomore","","280","3.270","47.9","11.8","18.6","9.3","9.3","1.8","1.1",".",".",".",".",".","0.4",".",".","."
"Junior","","338","3.198","40.8","15.4","19.5","11.5","7.7","1.8","2.1","0.6",".",".",".",".","0.3",".","0.3","."
"Senior","","489","3.335","39.7","21.9","19.6","7.4","6.7","1.6","0.8","1.6","0.2",".",".",".","0.4",".",".","."
"Undergraduates","","1224","3.276","43.1","17.1","18.6","8.7","8.3","1.6","1.3","0.8","0.1",".",".",".","0.3",".","0.1","."
"Special","","19","3.079","31.6","10.5","15.8","10.5","5.3",".","5.3","21.1",".",".",".",".",".",".",".","."
"Graduate","","203","3.775","52.2","11.3","5.4","1.5",".",".",".","20.2","0.5","3.0",".","5.9",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","1447","3.318","44.2","16.2","16.8","7.7","7.0","1.4","1.2","3.8","0.1","0.4",".","0.8","0.3",".","0.1","."
