"","990
027","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
028","2","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
029","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Grad Research & Thesis","Course Total","20","",".",".",".",".",".",".","",".","65.0","",".",".",".","20.0","",".",".","15.0","."
"ENTOM
355","Dept. Total","137","3.453","47.4","8.8","13.9","2.9","5.1","2.2","",".","10.2","",".",".",".","5.8","",".","0.7","2.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.667","45.5","36.4","18.2",".",".",".","",".",".","",".",".",".",".","",".",".",".","."
"Junior","","22","3.438","54.5","9.1","22.7","4.5","4.5","4.5","",".",".","",".",".",".",".","",".",".",".","."
"Senior","","50","3.215","46.0","8.0","18.0","6.0","12.0","4.0","",".","2.0","",".",".",".",".","",".","2.0","2.0","."
"Undergraduates","","83","3.333","48.2","12.0","19.3","4.8","8.4","3.6","",".","1.2","",".",".",".",".","",".","1.2","1.2","."
"Special","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","51","3.842","43.1","3.9","5.9",".",".",".","",".","25.5","",".",".",".","15.7","",".",".","5.9","."
"","Dept. Total","137","3.453","47.4","8.8","13.9","2.9","5.1","2.2","",".","10.2","",".",".",".","5.8","",".","0.7","2.9","."
