"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Introduction to Algorithms","Course Total","","61","3.148","37.7","14.8","27.9","4.9","8.2",".","6.6",".",".",".",".",".",".",".",".","."
"635
Tools & Envirnmt-Optimizatn","001","","12","2.833","8.3","50.0","25.0",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"640
Intro to Computer Networks","001","","32","3.258","21.9","31.3","21.9","18.8","3.1",".",".","3.1",".",".",".",".",".",".",".","."
"642
Intro to Information Security","001","","38","3.081","44.7","15.8","15.8",".","5.3","7.9","7.9",".",".",".",".",".",".",".","2.6","."
"679
Computer Game Technology","001","","24","3.646","50.0","37.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"681","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","11","3.636","63.6","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"723
Dynamic Prog & Assoc Topics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","11","3.591","36.4","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","17","3.500","47.1","23.5","11.8","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Cmputr Sys Anal Techniq","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","19","3.553","42.1","26.3","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 190 of 403",""
