"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Study","5","***","","","","","","","","","","","","","","","","",""
"815
001
Smr:Interdis Approachs to Asia","9","4.000","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".",".","."
"817
001
Seminar: Text in South Asia","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
003","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
024","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
027","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
042","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
044","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"990
049","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Research and Thesis","15","",".",".",".",".",".",".",".","93.3","",".",".",".","6.7",".",".",".","."
"999
001
Individual Research","10","4.000","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".",".","."
"LCA
Dept. Total
521","450","3.485","44.9","25.1","14.9","2.7","1.8","0.9","2.2","4.7","",".",".",".","0.2","0.4","0.7","1.3","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"Freshmen","59","3.097","23.7","27.1","28.8","5.1","6.8","1.7","5.1",".","",".",".",".",".",".",".","1.7","."
"Sophomore","98","3.517","45.9","30.6","16.3","3.1","2.0","1.0","1.0",".","",".",".",".",".",".",".",".","."
"Junior","86","3.321","40.7","29.1","19.8",".","2.3","2.3","4.7",".","",".",".",".",".",".","1.2",".","."
"Senior","126","3.566","44.4","25.4","12.7","4.8",".",".","1.6","5.6","",".",".",".",".",".","1.6","3.2","0.8"
"Undergraduates","369","3.417","40.7","27.9","17.9","3.3","2.2","1.1","2.7","1.9","",".",".",".",".",".","0.8","1.4","0.3"
"Special","13","3.711","46.2","38.5","7.7",".",".",".",".",".","",".",".",".",".",".",".","7.7","."
"Graduate","68","3.943","67.6","7.4",".",".",".",".",".","20.6","",".",".",".","1.5","2.9",".",".","."
"Dept. Total","450","3.485","44.9","25.1","14.9","2.7","1.8","0.9","2.2","4.7","",".",".",".","0.2","0.4","0.7","1.3","0.2"
