"","775
002","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"SURG SCI
938","Dept. Total","1121","3.282","30.2","8.1","13.2","3.8","4.0","0.5",".","40.1",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"Senior","","2","3.800","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","2","3.800","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","40","4.000","30.0",".",".",".",".",".",".","70.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","150","3.462","47.3","18.0","28.0","4.0","2.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","564","2.997","20.9","11.2","18.8","6.6","7.3","1.1",".","34.2",".",".",".",".",".",".",".","."
"Prof Yr 4","","365","4.000","37.5",".",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"Professionals","","1119","3.280","30.2","8.0","13.2","3.8","4.0","0.5",".","40.1",".",".",".",".",".",".",".","."
"","Dept. Total","1121","3.282","30.2","8.1","13.2","3.8","4.0","0.5",".","40.1",".",".",".",".",".",".",".","."
