"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","","19","3.583","26.3","57.9","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","202
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Land Campaigns","351
001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab II","576
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","93","3.715","68.8","23.7","6.5",".",".",".",".","1.1",".",".",".",".",".",".",".","."
