"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
020","13","3.423","46.2","15.4","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
021","13","3.269","30.8","23.1","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","14","3.286","21.4","28.6","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","15","3.400","26.7","40.0","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
024","15","3.333","26.7","26.7","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","17","3.324","17.6","47.1","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
026","13","3.269","30.8","15.4","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
027","16","3.375","31.3","37.5","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","16","3.344","31.3","25.0","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
029","14","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","447","3.322","27.7","28.0","28.6","12.3","3.4",".",".",".",".",".",".",".",".",".",".","."
"","001
345","213","2.840","21.1","16.0","24.4","4.7","28.2","2.3","3.3",".",".",".",".",".",".",".",".","."
"","002
345","253","2.734","27.3",".","37.2",".","22.9","5.9","6.3",".",".",".",".",".",".",".","0.4","."
"","345
003","242","2.690","17.4","6.2","36.0","8.7","19.4","9.5","2.9",".",".",".",".",".",".",".",".","."
"","345
004","36","3.556","50.0","19.4","25.0","2.8","2.8",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","744","2.790","23.4","7.5","32.5","4.3","22.3","5.8","4.0",".",".",".",".",".",".",".","0.1","."
"","346
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
004","12","3.458","25.0","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","15","3.407","26.7","40.0","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Chem - High School Teachers","353
001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","33","3.333","24.2","36.4","27.3","6.1","6.1",".",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","11","3.409","45.5","9.1","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","17","3.438","35.3","23.5","23.5","11.8",".",".",".",".",".",".",".",".",".",".","5.9","."
"Physical Chemistry","561
001","25","2.840","20.0","12.0","20.0","12.0","36.0",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","66","3.053","21.2","28.8","18.2","15.2","10.6","6.1",".",".",".",".",".",".",".",".",".","."
"","563
001","23","3.091","34.8","13.0","26.1","4.3","8.7","4.3","4.3",".",".",".",".",".",".","4.3",".","."
"","563
002","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","22","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","20","3.200","25.0","25.0","35.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","563
005","11","3.364","9.1","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","17","3.176","5.9","35.3","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","563
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","105","3.262","25.7","31.4","31.4","3.8","2.9","2.9","1.0",".",".",".",".",".",".","1.0",".","."
"","564
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","12","3.167","25.0","25.0","33.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","23","3.045","26.1","8.7","39.1","8.7","8.7",".","4.3",".",".",".",".",".",".","4.3",".","."
"","567
001","8","3.143","12.5","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".","12.5",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 173 of 403",""
