"TERM : 1074","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","420","3.417","33.6","24.5","20.5","5.5","3.3","",".","0.7","10.5","",".","0.2","",".","0.2","0.2","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.209","27.3","20.0","30.9","12.7","9.1","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","99","3.500","36.4","37.4","19.2","5.1","1.0","",".",".","1.0","",".",".","",".",".",".",".",".","."
"Junior","","75","3.355","30.7","30.7","26.7","5.3","4.0","",".","1.3","1.3","",".",".","",".",".",".",".",".","."
"Senior","","136","3.395","33.8","18.4","19.9","5.1","3.7","",".","1.5","16.2","",".",".","",".","0.7",".","0.7",".","."
"Undergraduates","","365","3.385","32.9","26.3","22.7","6.3","3.8","",".","0.8","6.6","",".",".","",".","0.3",".","0.3",".","."
"Special","","6","3.700","50.0","16.7","16.7",".",".","",".",".",".","",".",".","",".",".",".",".","16.7","."
"Graduate","","48","3.829","37.5","12.5","2.1",".",".","",".",".","41.7","",".","2.1","",".",".","2.1","2.1",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","420","3.417","33.6","24.5","20.5","5.5","3.3","",".","0.7","10.5","",".","0.2","",".","0.2","0.2","0.5","0.2","."
