"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Watercolor I","242
001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","11","3.850","63.6","27.3",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","244
002","","9","3.938","77.8","11.1",".",".",".",".",".",".","11.1",".",".",".",".",".",".","."
"Art Metal I","Course Total","","20","3.889","70.0","20.0",".",".",".",".",".","5.0","5.0",".",".",".",".",".",".","."
"","302
001","","11","3.500","36.4","36.4","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","","16","3.531","37.5","43.8","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Color","Course Total","","27","3.519","37.0","40.7","14.8","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lithography","316
001","","11","3.636","54.5","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","Course Total","","19","3.632","47.4","31.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","14","3.643","35.7","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","328
001","","9","3.556","55.6","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","328
002","","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","21","3.690","66.7","14.3","14.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","332
001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","13","3.192","30.8","23.1","38.5",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","","8","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Typography & Communicatn","Course Total","","19","3.658","57.9","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","354
001","","13","3.346","7.7","53.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","356
001","","6","3.500","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"","366
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","366
002","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","Course Total","","10","3.643","40.0","40.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","376
001","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Photography","Course Total","","26","3.808","65.4","30.8","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","412
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","412
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Drawing II","Course Total","","4","***","","","","","","","","","","","","","","","",""
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 69 of 403"
