"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","117","3.303","35.9","19.7","23.9","12.0","7.7","0.9",".",".",".",".",".",".",".",".",".","."
"","304
001","23","3.478","34.8","26.1","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","22","3.545","50.0","9.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","23","3.652","60.9","17.4","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","004
304","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","20","3.525","40.0","25.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cellular Biology Laboratory","Course Total","107","3.589","48.6","22.4","28.0",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"Biological Interactions","333
001","57","3.649","52.6","24.6","22.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","290","3.475","45.9","21.0","24.5","4.8","3.4","0.3",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","34","3.259","32.4","20.6","32.4","5.9","8.8",".",".",".",".",".",".",".",".",".",".","."
"Junior","","172","3.436","41.9","23.3","25.6","5.8","2.9","0.6",".",".",".",".",".",".",".",".",".","."
"Senior","","81","3.620","58.0","17.3","19.8","2.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","287","3.470","45.3","21.3","24.7","4.9","3.5","0.3",".",".",".",".",".",".",".",".",".","."
"Special","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","290","3.475","45.9","21.0","24.5","4.8","3.4","0.3",".",".",".",".",".",".",".",".",".","."
